,sq,fcx,cop
0,0.12719559637730526,-0.710732083933685,-0.9295532174542487
1,-0.5688042978597707,-1.5369074192590482,0.13284623068354762
2,-4.32675593892462,-2.381174173645473,-0.531490844294602
3,0.7179221937416713,-0.6854597132410767,0.7971303730185397
4,0.4702232566096143,-0.3857776682578695,0.5310674580467634
5,-0.9771769825928089,-0.35733429002693384,-0.7967069867707011
6,-0.05138565475881762,0.6431098152983594,-0.7973422349336623
7,-0.997133830455077,-1.7158794515252929,0.5316321231005894
8,1.4203106780454888,-1.432152052877278,0.0
9,-1.1834520984281838,0.0,0.3985386967397808
10,0.30445004717361,-0.35835872091105614,0.26560425122967857
11,0.33816915543294357,-1.1332583822349918,0.0
12,3.4765033748636043,0.05741104877188263,0.0
13,0.44668077519283145,-0.35887314219706923,0.5309969592439678
14,0.26064002426640087,0.0,0.663349941405933
15,-2.2246950221109785,-0.3590019783668019,1.0604454864391322
16,-0.2699966266828113,1.076619519030153,0.0
17,-1.0807160795174298,-1.076619519030153,-0.5300821751474949
18,0.13515339931302606,-0.06463404564671649,0.7950179297768756
19,-0.38726330028815426,0.7825091662105876,0.4316948858233971
20,-0.6268327200942281,0.0,0.09796614350854327
21,0.8093314938033558,0.3587443984662819,-0.6621201327772219
22,-0.6740592582232807,1.4336920018487298,-0.36302786836284184
23,3.2639762349795376,-0.35823034594084646,0.23055121717874272
24,0.6509798284630719,-1.4342060543741653,-0.13779433687055587
25,-0.8087343748517384,0.3587443984662819,-1.1879383244894903
26,-0.9025107001603416,0.35861574707451993,0.7956504862125513
27,-0.5143501785029869,-0.35861574707451993,0.26507621096261147
28,0.27003308069240006,0.35861574707451993,0.7948073010806134
29,0.2247469328642282,-0.7173601455408019,0.0
30,0.9895003830830973,0.7173601455408019,1.3232766255413253
31,-1.5241164476638147,0.0,-0.2645152772990933
32,-0.29780787290523136,0.7168459088333634,1.0576415581353693
33,1.0800595082605113,0.716332408854381,0.0
34,-1.012521602585359,-0.3581020629135345,-1.0576415581353693
35,-1.0473504682249057,-0.35823034594084646,0.7933360193956851
36,-2.9960667327175727,-1.4342060543741653,0.2643055387396842
37,0.864194446687172,-0.7178751205638711,0.0
38,-1.0506872799691536,-0.7183908354932989,0.2642356997801798
39,-0.5664732781189841,0.0,0.26416589771915966
40,-0.06582668650167989,-1.0785548412082235,-0.7927071362390237
41,-0.6829530175203047,-1.4398850579877553,0.08987172139462984
42,-1.5033243146955755,-0.3602954461601193,0.17443381734505436
43,-0.13603591369104606,-1.0816658707408777,-0.793126280836276
44,1.4817939211706488,0.7212405649830167,0.0
45,0.013584280271317084,-0.36055525899891805,-0.5291005414433947
46,-1.2743292381971472,-0.36068530598409865,0.2645852641443014
47,-1.3100029944910219,0.9807598790017025,0.39674668245082145
48,-2.454490902950468,-0.6200745730176038,0.9251305754647277
49,-0.6705777120998846,0.2668233969469469,-0.528541238519864
50,-0.5527793358925948,-0.6275087029310455,0.2643055387396842
51,-0.48743722134592105,-0.7217611284096037,-0.22994186800895378
52,-1.2275069810261385,-1.8066852249494225,-0.4309530076755941
53,0.5804140540996983,-1.8099552452395251,0.6608948756845479
54,1.8116256599771674,-1.0875476873986045,-0.925375173444376
55,-2.1195864487371097,-1.8079445551100193,-1.3234517548443847
